24 01 2021 1900
48
Westport	158	308	12.8	11.7	1012.9	1013.4
Farewell-Spit	191	262	17	12.5	1009.6	1010
Nelson	202	290	19.3	11.5	1008.3	1008.9
Cape-Campbell	231	309	16.2	14.5	1009.4	1010
Hokitika	149	330	14.6	14.6	1008.2	1013.7
Kaikoura	213	330	15.4	13.7	996.8	1009.5
Haast	90	386	14	13.1	1012.8	1012.9
Milford-Sound	57	417	12.2	11.9	1012	1012.4
Mount-Cook	118	379	21.7	7.2	933.3	-999
Tara-Hills	124	455	15.2	8.5	951.4	1007.6
Timaru	150	399	14.7	12.3	1005.8	1009.1
Christchurch	186	374	13.3	11	1006.1	1010.6
Le-Bons-Bay	198	381	12.3	11.2	983.1	1011.3
Secretary-Island	36	443	15.5	12.4	1007.2	1009.2
Puysegur-Point	32	478	18.1	10.7	997.6	1002.7
Queenstown	84	430	15.6	9.9	965.6	1007.2
Invercargill	76	483	12.9	11.5	1002.1	1002.2
Nugget-Point	113	484	13	13	988.6	1004.2
Dunedin	131	462	12.2	11.7	1004.4	1004.7
Enderby-Island	42	633	10.2	10.1	990.7	995.4
Campbell-Island	107	709	7.7	3.9	993.9	995.7
26 01 2021 400
47
Cape-Reinga	186	38	18.1	17.7	989.7	1014.7
Kaitaia	203	59	19.8	16.8	1005.4	1014.4
Kerikeri	216	63	17.6	15.8	996.4	1014.1
Whangarei	239	89	20.4	17.2	1009.2	1014
Mokohinau-Islands	251	89	19.9	16.5	1005.1	1013.2
Auckland	249	133	19.6	17.5	1012.6	1013.5
Whitianga	275	128	19.9	16	1010.6	1011.1
Hamilton	261	163	13.8	13.1	1006.6	1012.9
Tauranga	288	161	17.5	13.9	1011	1011.4
Hicks-Bay	346	156	15.5	13.8	1003.5	1008.8
Port-Taharoa	246	174	18.7	16.6	1010.4	1013.3
Taupo	282	189	15.6	13.6	964.5	1012.1
Gisborne	339	198	14.3	13.6	1009	1009.5
New-Plymouth	228	208	17.1	16.5	1009.1	1012.6
Hawera	231	227	16.5	15.5	1001	1012.7
Whanganui	248	239	18	13.4	1011.2	1012.2
Waiouru	265	214	9.7	9.2	919.8	-999
Napier	307	226	14.8	11.8	1009.9	1010.2
Mahia	336	216	18.7	11.8	993.9	1009.7
Palmerston-North	270	256	17.9	15.7	1006.9	1012.4
Levin	261	264	17.7	15.8	1010.6	1012.2
Paraparaumu	254	279	17.5	15.7	1010.8	1011.5
Wellington	246	291	16.7	14.8	1009.6	1011.1
Ngawi	259	302	19	12.2	1009.5	1010.2
Castlepoint	285	276	18.4	14.5	995.3	1009.2
Westport	158	308	12.6	11.3	1012.8	1013.3
Farewell-Spit	191	262	15.9	13	1009.5	1009.9
Nelson	202	290	19.1	10.5	1009	1009.6
Cape-Campbell	231	309	16	13.6	1010.2	1010.8
Hokitika	149	330	12.3	12.3	1008.3	1013.9
Kaikoura	213	330	14.1	13.3	997.1	1009.9
Haast	90	386	12.8	12.2	1013.5	1013.6
Milford-Sound	57	417	12.2	11.9	1012.4	1012.8
Mount-Cook	118	379	22.8	4.1	933.8	-999
Tara-Hills	124	455	13	8.7	950.7	1007.3
Timaru	150	399	12.3	10.8	1003.9	1007.2
Christchurch	186	374	14.1	12.4	1004.5	1009
Le-Bons-Bay	198	381	12	11.4	981.4	1009.6
Secretary-Island	36	443	16.2	12.1	1006.7	1008.7
Puysegur-Point	32	478	19.1	11.4	995.5	1000.6
Queenstown	84	430	13	9.8	965.1	1007.1
Invercargill	76	483	15.8	10.2	1000.8	1000.9
Nugget-Point	113	484	12.6	12.6	987	1002.6
Dunedin	131	462	12.7	12	1003.1	1003.4
South-West-Cape	55	517	9.5	6.8	986.5	998.5
Enderby-Island	42	633	11.5	11.5	987.4	992.1
Campbell-Island	107	709	8.1	5.6	992.6	994.4
26 01 2021 700
46
Cape-Reinga	186	38	18.2	16.9	990.3	1015.3
Kaitaia	203	59	18.5	15.6	1006.1	1015.2
Kerikeri	216	63	16.4	14.8	997.2	1015
Whangarei	239	89	19.5	16.2	1009.7	1014.5
Auckland	249	133	19.4	16.4	1012.5	1013.4
Whitianga	275	128	19.3	14.8	1012.2	1012.7
Hamilton	261	163	14.3	13.6	1007.3	1013.6
Tauranga	288	161	18	15.4	1011.9	1012.3
Hicks-Bay	346	156	17.9	14.7	1005	1010.3
Port-Taharoa	246	174	18.9	17.3	1010.9	1013.8
Taupo	282	189	14.4	11.7	965.6	1013.4
Gisborne	339	198	14.4	13.8	1010.7	1011.2
New-Plymouth	228	208	15.1	13.8	1009.8	1013.3
Hawera	231	227	16	15	1001.6	1013.3
Whanganui	248	239	18.1	13.6	1012.3	1013.3
Waiouru	265	214	8.7	8.3	920.5	-999
Napier	307	226	14.1	11.6	1011.8	1012
Mahia	336	216	17.8	14.5	995.7	1011.6
Palmerston-North	270	256	17.8	15	1007.6	1013.1
Levin	261	264	17.4	15.9	1011.7	1013.3
Paraparaumu	254	279	17.5	15.6	1012	1012.6
Wellington	246	291	17.3	15.1	1010.3	1011.8
Ngawi	259	302	16.9	13.5	1010.2	1010.9
Castlepoint	285	276	18	14.3	997	1010.9
Westport	158	308	13.1	11.3	1013.9	1014.4
Farewell-Spit	191	262	14	12.2	1011.1	1011.5
Nelson	202	290	16	11.5	1010.4	1011
Stephens-Island	225	265	15.2	14.5	989.3	1011.3
Cape-Campbell	231	309	14.8	13.6	1010.1	1010.7
Hokitika	149	330	11.7	11.7	1008.7	1014.4
Kaikoura	213	330	13.7	13.1	997	1009.8
Haast	90	386	13	12.1	1013.8	1013.9
Milford-Sound	57	417	12	11.7	1011.6	1012
Mount-Cook	118	379	23.3	-3.2	933.2	-999
Tara-Hills	124	455	15	4.1	951	1007.2
Timaru	150	399	12.2	11.6	1001.8	1005.1
Christchurch	186	374	14.3	12.8	1003.4	1007.9
Le-Bons-Bay	198	381	13.4	11.1	979.6	1007.6
Secretary-Island	36	443	16.8	12	1005.9	1007.9
Puysegur-Point	32	478	20.6	13.9	995.2	1000.3
Queenstown	84	430	14.2	9.5	965.2	1007
Invercargill	76	483	17.3	9.7	1000.9	1001
Nugget-Point	113	484	13.1	12.6	986	1001.5
Dunedin	131	462	12.5	12	1001.9	1002.2
Enderby-Island	42	633	11.6	11.6	986.5	991.1
Campbell-Island	107	709	7.6	6	991.4	993.2
26 01 2021 1000
47
Cape-Reinga	186	38	20.6	16.3	991.3	1016.1
Kaitaia	203	59	22.7	15.1	1006.7	1015.6
Kerikeri	216	63	22.5	14.8	998	1015.5
Whangarei	239	89	22.4	16.1	1010.8	1015.5
Mokohinau-Islands	251	89	19.5	15.9	1007.3	1015.5
Auckland	249	133	20.8	16.2	1014.2	1015.1
Whitianga	275	128	23.5	15.8	1013.3	1013.8
Hamilton	261	163	21.9	17	1008	1014.1
Tauranga	288	161	23.5	15.6	1012.1	1012.5
Hicks-Bay	346	156	24.5	15.5	1006.7	1011.9
Port-Taharoa	246	174	19.5	16.8	1012.2	1015.1
Taupo	282	189	18.7	12.5	966.8	1014
Gisborne	339	198	23.1	15.2	1012.8	1013.3
New-Plymouth	228	208	20.5	17.1	1011.1	1014.6
Hawera	231	227	18.9	15.4	1002.8	1014.4
Whanganui	248	239	20.1	13.6	1013.3	1014.3
Waiouru	265	214	16.4	11	921.4	-999
Napier	307	226	24.9	12.1	1013.1	1013.4
Mahia	336	216	21.7	15.2	997.6	1013.3
Palmerston-North	270	256	20.3	15.4	1008.7	1014.1
Levin	261	264	20.8	15.9	1012.4	1014
Paraparaumu	254	279	19.9	16.7	1012.8	1013.5
Wellington	246	291	21	16	1010.6	1012.1
Ngawi	259	302	21.6	14.7	1009.7	1010.4
Castlepoint	285	276	22.9	15	998.3	1012
Westport	158	308	19.5	13.7	1014	1014.4
Farewell-Spit	191	262	22.1	14.6	1012	1012.4
Nelson	202	290	20.7	15.8	1011.9	1012.5
Stephens-Island	225	265	17.8	15.3	991	1012.9
Cape-Campbell	231	309	17	14.6	1010.2	1010.8
Hokitika	149	330	18.7	13.4	1009.3	1014.8
Kaikoura	213	330	18.7	14.2	995.5	1008
Haast	90	386	16.7	13.3	1014.1	1014.2
Milford-Sound	57	417	13.4	12.9	1012.1	1012.5
Mount-Cook	118	379	27.5	0	933.5	-999
Tara-Hills	124	455	25.7	5.7	951.5	1005.7
Timaru	150	399	18.2	14.1	1000.2	1003.4
Christchurch	186	374	19.8	13.7	1002.2	1006.6
Le-Bons-Bay	198	381	17.1	12.6	978.5	1006.1
Secretary-Island	36	443	17.2	12.6	1007.1	1009.1
Puysegur-Point	32	478	20.3	14.1	996.5	1001.6
Queenstown	84	430	22.2	9.6	966	1006.7
Invercargill	76	483	23.4	13.4	1000.6	1000.7
Nugget-Point	113	484	17.5	12.2	985.8	1001.1
Dunedin	131	462	18.7	15.3	1002.2	1002.5
Enderby-Island	42	633	11.9	11.9	987.5	992.1
Campbell-Island	107	709	8	7.7	990.8	992.6
26 01 2021 1300
48
Cape-Reinga	186	38	23.2	16.2	991.3	1015.9
Kaitaia	203	59	26.3	15.9	1006.2	1015
Kerikeri	216	63	26.3	14.3	997.6	1014.9
Whangarei	239	89	24.7	16.4	1010.4	1015.1
Mokohinau-Islands	251	89	21.5	16.5	1007	1015.1
Auckland	249	133	21.3	17.6	1014.4	1015.3
Whitianga	275	128	26.8	16	1012.6	1013.1
Hamilton	261	163	25.5	16.6	1007.4	1013.5
Tauranga	288	161	29.6	13.5	1011.6	1012
Hicks-Bay	346	156	24.3	17.3	1007.5	1012.7
Port-Taharoa	246	174	21.5	17.3	1011.9	1014.7
Taupo	282	189	22.2	12	966.1	1012.7
Gisborne	339	198	24.3	15.5	1012.9	1013.4
New-Plymouth	228	208	21.3	17.8	1010.7	1014.2
Hawera	231	227	20.7	16.9	1002.6	1014.2
Whanganui	248	239	22	15.5	1012.5	1013.5
Waiouru	265	214	22.8	12.8	921.2	-999
Napier	307	226	24.5	15.2	1012.5	1012.8
Mahia	336	216	22.7	14.3	997.8	1013.4
Palmerston-North	270	256	24.3	16.7	1007.7	1013.1
Levin	261	264	22.6	16	1012.4	1014
Paraparaumu	254	279	21.3	15.9	1013	1013.7
Wellington	246	291	23	15.8	1010.5	1012
Ngawi	259	302	25.3	15.3	1009.5	1010.2
Castlepoint	285	276	21.5	15.1	997.8	1011.6
Westport	158	308	20.6	15.6	1013.7	1014.1
Farewell-Spit	191	262	23.9	14.2	1012	1012.3
Nelson	202	290	22.1	17.6	1011.7	1012.3
Stephens-Island	225	265	20.9	13.4	991	1012.6
Cape-Campbell	231	309	18.2	14.8	1009.3	1009.9
Hokitika	149	330	18.5	13.5	1009.7	1015.2
Kaikoura	213	330	26.4	13.6	994.5	1006.7
Haast	90	386	16.7	14.6	1015	1015.1
Milford-Sound	57	417	14.5	14	1012.2	1012.6
Mount-Cook	118	379	28.4	-1.9	933.3	-999
Tara-Hills	124	455	28.4	5.6	951.3	1005
Timaru	150	399	36.8	7.1	998.6	1001.6
Christchurch	186	374	26.2	15.1	1000.5	1004.8
Le-Bons-Bay	198	381	20.4	13.1	978.3	1005.5
Secretary-Island	36	443	16.5	13.5	1007.6	1009.6
Puysegur-Point	32	478	21	14.6	995.9	1001
Queenstown	84	430	25.3	11.9	965.8	1006.1
Invercargill	76	483	26.1	14.1	1000.8	1000.9
Nugget-Point	113	484	27	13.2	985.4	1000.2
Dunedin	131	462	25.2	14.8	1002	1002.3
South-West-Cape	55	517	20.2	-999	986.4	998.4
Enderby-Island	42	633	12	12	987.6	992.2
Campbell-Island	107	709	9.1	8.9	989.9	991.7
